iter	Passed	Remaining
1833	1141	1971
1834	1142	1970
1835	1142	1969
1836	1143	1968
1837	1143	1967
1838	1144	1967
1839	1145	1967
1840	1145	1966
1841	1146	1965
1842	1146	1964
1843	1147	1963
1844	1147	1962
1845	1148	1961
1846	1148	1960
1847	1149	1960
1848	1149	1959
1849	1150	1958
1850	1150	1957
1851	1151	1957
1852	1152	1957
1853	1154	1958
1854	1155	1959
1855	1156	1959
1856	1157	1958
1857	1157	1957
1858	1158	1957
1859	1159	1957
1860	1159	1956
1861	1160	1955
1862	1160	1954
1863	1161	1954
1864	1162	1953
1865	1163	1953
1866	1163	1952
1867	1164	1952
1868	1164	1951
1869	1165	1950
1870	1165	1949
1871	1166	1948
1872	1166	1947
1873	1168	1948
1874	1168	1947
1875	1169	1946
1876	1169	1945
1877	1169	1944
1878	1170	1943
1879	1170	1943
1880	1171	1942
1881	1171	1941
1882	1172	1940
1883	1173	1940
1884	1173	1939
1885	1173	1938
1886	1174	1937
1887	1174	1936
1888	1175	1935
1889	1175	1934
1890	1175	1933
1891	1176	1932
1892	1177	1932
1893	1177	1931
1894	1178	1930
1895	1178	1929
1896	1178	1928
1897	1179	1927
1898	1179	1926
1899	1180	1925
1900	1180	1924
1901	1181	1923
1902	1181	1922
1903	1181	1921
1904	1182	1921
1905	1183	1920
1906	1183	1919
1907	1184	1919
1908	1185	1919
1909	1185	1918
1910	1186	1917
1911	1186	1916
1912	1187	1916
1913	1187	1915
1914	1188	1914
1915	1189	1914
1916	1189	1913
1917	1190	1912
1918	1190	1912
1919	1191	1911
1920	1192	1910
1921	1192	1910
1922	1193	1909
1923	1194	1908
1924	1195	1909
1925	1195	1908
1926	1196	1907
1927	1196	1906
1928	1197	1905
1929	1197	1904
1930	1197	1903
1931	1198	1902
1932	1198	1902
1933	1199	1901
1934	1200	1900
1935	1200	1900
1936	1200	1899
1937	1201	1898
1938	1201	1897
1939	1202	1896
1940	1203	1896
1941	1203	1895
1942	1204	1895
1943	1205	1894
1944	1205	1894
1945	1206	1893
1946	1207	1892
1947	1207	1892
1948	1208	1892
1949	1209	1891
1950	1209	1890
1951	1210	1890
1952	1210	1889
1953	1211	1888
1954	1211	1887
1955	1213	1888
1956	1213	1887
1957	1214	1886
1958	1214	1885
1959	1215	1884
1960	1215	1884
1961	1216	1883
1962	1216	1882
1963	1217	1881
1964	1217	1881
1965	1218	1880
1966	1218	1879
1967	1219	1878
1968	1219	1877
1969	1220	1876
1970	1220	1875
1971	1221	1874
1972	1221	1874
1973	1223	1876
1974	1224	1875
1975	1224	1874
1976	1225	1873
1977	1225	1873
1978	1226	1872
1979	1227	1871
1980	1227	1871
1981	1228	1870
1982	1228	1869
1983	1229	1868
1984	1229	1867
1985	1230	1866
1986	1230	1865
1987	1231	1865
1988	1231	1864
1989	1232	1863
1990	1232	1863
1991	1233	1862
1992	1233	1861
1993	1234	1860
1994	1234	1859
1995	1235	1859
1996	1236	1859
1997	1236	1858
1998	1237	1857
1999	1237	1856
2000	1237	1855
2001	1238	1854
2002	1238	1853
2003	1239	1852
2004	1239	1851
2005	1240	1851
2006	1241	1851
2007	1241	1850
2008	1243	1851
2009	1244	1851
2010	1245	1850
2011	1245	1850
2012	1246	1849
2013	1246	1848
2014	1247	1847
2015	1247	1847
2016	1248	1846
2017	1249	1846
2018	1250	1845
2019	1250	1844
2020	1251	1844
2021	1251	1843
2022	1252	1842
2023	1253	1842
2024	1253	1842
2025	1254	1841
2026	1255	1840
2027	1255	1839
2028	1255	1838
2029	1256	1837
2030	1256	1837
2031	1257	1836
2032	1257	1835
2033	1257	1834
2034	1259	1834
2035	1259	1833
2036	1260	1833
2037	1261	1832
2038	1261	1832
2039	1263	1833
2040	1264	1833
2041	1265	1833
2042	1266	1833
2043	1267	1832
2044	1267	1831
2045	1267	1830
2046	1268	1829
2047	1268	1828
2048	1269	1828
2049	1269	1827
2050	1270	1826
2051	1270	1825
2052	1271	1824
2053	1271	1823
2054	1271	1822
2055	1272	1822
2056	1273	1821
2057	1273	1820
2058	1274	1820
2059	1275	1819
2060	1275	1818
2061	1275	1817
2062	1277	1818
2063	1277	1817
2064	1278	1817
2065	1279	1816
2066	1279	1815
2067	1279	1814
2068	1280	1813
2069	1280	1813
2070	1281	1812
2071	1281	1811
2072	1282	1810
2073	1282	1809
2074	1283	1808
2075	1283	1807
2076	1283	1806
2077	1285	1807
2078	1285	1806
2079	1286	1806
2080	1287	1805
2081	1288	1805
2082	1288	1804
2083	1290	1805
2084	1290	1804
2085	1291	1803
2086	1291	1802
2087	1292	1801
2088	1292	1800
2089	1293	1801
2090	1294	1800
2091	1294	1799
2092	1295	1799
2093	1295	1798
2094	1296	1797
2095	1296	1796
2096	1297	1796
2097	1297	1795
2098	1298	1794
2099	1298	1793
2100	1299	1792
2101	1299	1792
2102	1300	1791
2103	1300	1790
2104	1301	1789
2105	1301	1789
2106	1302	1788
2107	1303	1787
2108	1303	1786
2109	1304	1786
2110	1304	1785
2111	1305	1784
2112	1305	1783
2113	1306	1783
2114	1307	1783
2115	1307	1782
2116	1308	1781
2117	1309	1781
2118	1310	1781
2119	1310	1780
2120	1311	1779
2121	1311	1778
2122	1312	1777
2123	1312	1777
2124	1313	1776
2125	1313	1775
2126	1314	1775
2127	1315	1775
2128	1315	1774
2129	1316	1773
2130	1317	1773
2131	1317	1772
2132	1318	1771
2133	1318	1770
2134	1319	1770
2135	1319	1769
2136	1320	1769
2137	1320	1768
2138	1321	1767
2139	1321	1766
2140	1322	1766
2141	1323	1765
2142	1323	1764
2143	1324	1763
2144	1324	1762
2145	1324	1761
2146	1325	1761
2147	1326	1761
2148	1326	1760
2149	1327	1759
2150	1327	1758
2151	1328	1758
2152	1329	1758
2153	1330	1757
2154	1331	1757
2155	1331	1756
2156	1333	1757
2157	1333	1756
2158	1334	1756
2159	1335	1756
2160	1336	1755
2161	1336	1754
2162	1337	1754
2163	1337	1753
2164	1338	1752
2165	1339	1752
2166	1339	1751
2167	1340	1750
2168	1340	1749
2169	1341	1748
2170	1341	1748
2171	1342	1747
2172	1342	1746
2173	1343	1746
2174	1344	1745
2175	1345	1745
2176	1345	1745
2177	1346	1744
2178	1348	1745
2179	1348	1744
2180	1349	1744
2181	1349	1743
2182	1350	1742
2183	1351	1742
2184	1352	1742
2185	1352	1741
2186	1354	1741
2187	1354	1741
2188	1355	1740
2189	1355	1739
2190	1356	1739
2191	1357	1738
2192	1357	1737
2193	1358	1737
2194	1359	1737
2195	1360	1737
2196	1360	1736
2197	1361	1735
2198	1361	1734
2199	1362	1733
2200	1362	1732
2201	1363	1731
2202	1363	1731
2203	1364	1730
2204	1364	1729
2205	1365	1728
2206	1365	1728
2207	1366	1727
2208	1366	1727
2209	1368	1727
2210	1368	1726
2211	1369	1726
2212	1369	1725
2213	1370	1724
2214	1371	1724
2215	1371	1723
2216	1372	1723
2217	1373	1723
2218	1374	1722
2219	1375	1722
2220	1376	1722
2221	1376	1721
2222	1377	1720
2223	1377	1719
2224	1378	1718
2225	1378	1717
2226	1379	1717
2227	1379	1716
2228	1381	1716
2229	1382	1716
2230	1382	1715
2231	1383	1715
2232	1384	1715
2233	1385	1715
2234	1386	1715
2235	1387	1714
2236	1387	1714
2237	1388	1713
2238	1389	1713
2239	1389	1712
2240	1390	1711
2241	1391	1711
2242	1392	1711
2243	1392	1710
2244	1393	1709
2245	1393	1709
2246	1394	1708
2247	1395	1708
2248	1395	1707
2249	1396	1706
2250	1396	1705
2251	1397	1705
2252	1397	1704
2253	1398	1703
2254	1398	1702
2255	1399	1702
2256	1400	1701
2257	1400	1700
2258	1401	1700
2259	1402	1700
2260	1403	1699
2261	1403	1698
2262	1404	1698
2263	1404	1697
2264	1404	1696
2265	1405	1695
2266	1406	1695
2267	1407	1694
2268	1407	1693
2269	1407	1693
2270	1408	1692
2271	1409	1692
2272	1409	1691
2273	1410	1690
2274	1410	1689
2275	1411	1689
2276	1411	1688
2277	1412	1687
2278	1412	1686
2279	1414	1687
2280	1414	1686
2281	1415	1685
2282	1415	1685
2283	1416	1684
2284	1417	1683
2285	1417	1682
2286	1418	1682
2287	1418	1681
2288	1418	1680
2289	1419	1679
2290	1419	1678
2291	1420	1677
2292	1420	1677
2293	1421	1676
2294	1422	1676
2295	1422	1675
2296	1423	1674
2297	1423	1673
2298	1424	1673
2299	1424	1672
2300	1425	1672
2301	1425	1671
2302	1426	1670
2303	1426	1669
2304	1427	1668
2305	1427	1668
2306	1428	1667
2307	1429	1666
2308	1429	1665
2309	1430	1665
2310	1430	1664
2311	1431	1663
2312	1431	1663
2313	1432	1662
2314	1432	1661
2315	1433	1661
2316	1434	1661
2317	1435	1660
2318	1435	1659
2319	1436	1659
2320	1436	1658
2321	1437	1657
2322	1437	1656
2323	1437	1655
2324	1438	1654
2325	1438	1654
2326	1439	1653
2327	1440	1652
2328	1440	1652
2329	1441	1651
2330	1442	1651
2331	1442	1650
2332	1443	1649
2333	1443	1649
2334	1444	1648
2335	1445	1648
2336	1446	1647
2337	1446	1647
2338	1447	1646
2339	1447	1645
2340	1448	1644
2341	1449	1644
2342	1450	1644
2343	1451	1644
2344	1451	1643
2345	1452	1642
2346	1452	1641
2347	1452	1641
2348	1453	1640
2349	1453	1639
2350	1454	1638
2351	1455	1638
2352	1455	1637
2353	1456	1637
2354	1458	1637
2355	1458	1637
2356	1459	1636
2357	1460	1636
2358	1460	1635
2359	1461	1634
2360	1461	1634
2361	1462	1633
2362	1463	1632
2363	1463	1632
2364	1464	1631
2365	1465	1631
2366	1465	1630
2367	1466	1629
2368	1466	1628
2369	1467	1628
2370	1467	1627
2371	1468	1627
2372	1469	1626
2373	1469	1625
2374	1470	1625
2375	1470	1624
2376	1471	1623
2377	1471	1622
2378	1472	1621
2379	1472	1621
2380	1472	1620
2381	1473	1619
2382	1473	1618
2383	1474	1617
2384	1474	1617
2385	1475	1616
2386	1475	1615
2387	1476	1614
2388	1476	1614
2389	1477	1613
2390	1477	1612
2391	1479	1612
2392	1479	1612
2393	1480	1611
2394	1480	1610
2395	1481	1610
2396	1481	1609
2397	1482	1608
2398	1483	1607
2399	1483	1607
2400	1484	1606
2401	1484	1605
2402	1485	1604
2403	1485	1604
2404	1486	1603
2405	1486	1602
2406	1487	1602
2407	1488	1601
2408	1488	1600
2409	1488	1600
2410	1489	1599
2411	1490	1599
2412	1491	1599
2413	1491	1598
2414	1492	1597
2415	1492	1596
2416	1493	1595
2417	1493	1594
2418	1494	1594
2419	1494	1593
2420	1495	1592
2421	1495	1591
2422	1496	1591
2423	1496	1590
2424	1497	1589
2425	1497	1589
2426	1498	1588
2427	1499	1588
2428	1499	1587
2429	1500	1586
2430	1500	1586
2431	1501	1585
2432	1502	1584
2433	1502	1584
2434	1503	1583
2435	1503	1582
2436	1504	1581
2437	1504	1581
2438	1505	1580
2439	1506	1580
2440	1506	1579
2441	1507	1578
2442	1508	1578
2443	1508	1577
2444	1509	1577
2445	1509	1576
2446	1510	1575
2447	1510	1575
2448	1511	1574
2449	1511	1573
2450	1512	1572
2451	1513	1572
2452	1514	1572
2453	1514	1571
2454	1515	1570
2455	1516	1570
2456	1517	1570
2457	1517	1569
2458	1518	1568
2459	1518	1567
2460	1519	1567
2461	1519	1566
2462	1519	1565
2463	1520	1564
2464	1521	1564
2465	1521	1563
2466	1522	1562
2467	1522	1562
2468	1523	1561
2469	1524	1561
2470	1525	1561
2471	1525	1560
2472	1526	1560
2473	1527	1559
2474	1528	1559
2475	1528	1558
2476	1529	1557
2477	1529	1556
2478	1531	1557
2479	1532	1556
2480	1532	1556
2481	1533	1555
2482	1533	1554
2483	1534	1554
2484	1535	1553
2485	1535	1552
2486	1536	1552
2487	1536	1551
2488	1537	1551
2489	1538	1550
2490	1538	1549
2491	1539	1549
2492	1539	1548
2493	1540	1547
2494	1541	1547
2495	1541	1546
2496	1542	1545
2497	1542	1545
2498	1543	1544
2499	1543	1543
2500	1543	1542
2501	1544	1542
2502	1546	1542
2503	1546	1541
2504	1547	1540
2505	1547	1540
2506	1548	1539
2507	1548	1539
2508	1549	1538
2509	1549	1537
2510	1550	1536
2511	1550	1536
2512	1552	1536
2513	1552	1535
2514	1553	1534
2515	1553	1533
2516	1553	1532
2517	1554	1532
2518	1555	1531
2519	1556	1531
2520	1556	1530
2521	1557	1530
2522	1557	1529
2523	1558	1528
2524	1558	1527
2525	1559	1527
2526	1559	1526
2527	1560	1525
2528	1560	1524
2529	1561	1524
2530	1561	1523
2531	1562	1522
2532	1562	1522
2533	1563	1521
2534	1563	1520
2535	1564	1520
2536	1565	1519
2537	1565	1518
2538	1566	1518
2539	1567	1517
2540	1567	1517
2541	1568	1516
2542	1568	1515
2543	1570	1515
2544	1570	1515
2545	1571	1514
2546	1571	1513
2547	1573	1513
2548	1573	1513
2549	1574	1512
2550	1574	1511
2551	1575	1511
2552	1575	1510
2553	1576	1509
2554	1576	1509
2555	1577	1508
2556	1578	1507
2557	1578	1506
2558	1579	1506
2559	1579	1505
2560	1580	1504
2561	1580	1504
2562	1581	1503
2563	1582	1503
2564	1582	1502
2565	1583	1501
2566	1583	1501
2567	1584	1500
2568	1584	1499
2569	1585	1499
2570	1585	1498
2571	1586	1497
2572	1586	1496
2573	1587	1495
2574	1587	1495
2575	1588	1494
2576	1588	1493
2577	1589	1493
2578	1590	1493
2579	1591	1492
2580	1591	1491
2581	1592	1491
2582	1592	1490
2583	1593	1489
2584	1593	1488
2585	1593	1487
2586	1594	1487
2587	1595	1486
2588	1595	1485
2589	1596	1485
2590	1596	1484
2591	1596	1483
2592	1597	1483
2593	1598	1482
2594	1598	1481
2595	1599	1481
2596	1599	1480
2597	1600	1479
2598	1601	1479
2599	1601	1478
2600	1602	1477
2601	1602	1477
2602	1603	1476
2603	1604	1476
2604	1605	1475
2605	1606	1475
2606	1606	1474
2607	1607	1473
2608	1607	1473
2609	1607	1472
2610	1608	1471
2611	1609	1471
2612	1609	1470
2613	1610	1469
2614	1610	1469
2615	1611	1468
2616	1611	1467
2617	1612	1466
2618	1612	1466
2619	1613	1465
2620	1614	1465
2621	1615	1464
2622	1615	1464
2623	1616	1463
2624	1616	1462
2625	1617	1461
2626	1617	1461
2627	1618	1460
2628	1618	1459
2629	1619	1459
2630	1620	1458
2631	1620	1458
2632	1620	1457
2633	1621	1456
2634	1621	1455
2635	1622	1455
2636	1623	1454
2637	1623	1453
2638	1624	1453
2639	1624	1452
2640	1625	1451
2641	1626	1451
2642	1626	1450
2643	1627	1449
2644	1627	1449
2645	1628	1448
2646	1628	1447
2647	1629	1447
2648	1630	1447
2649	1631	1446
2650	1631	1445
2651	1632	1445
2652	1632	1444
2653	1633	1443
2654	1634	1443
2655	1634	1442
2656	1635	1442
2657	1635	1441
2658	1636	1440
2659	1636	1440
2660	1637	1439
2661	1637	1438
2662	1639	1439
2663	1641	1439
2664	1642	1439
2665	1644	1439
2666	1645	1439
2667	1645	1438
2668	1647	1438
2669	1648	1438
2670	1649	1438
2671	1649	1437
2672	1650	1436
2673	1650	1435
2674	1651	1435
2675	1651	1434
2676	1652	1433
2677	1652	1433
2678	1654	1433
2679	1654	1432
2680	1655	1431
2681	1655	1430
2682	1655	1430
2683	1656	1429
2684	1657	1428
2685	1657	1428
2686	1658	1427
2687	1659	1427
2688	1659	1426
2689	1660	1425
2690	1660	1425
2691	1661	1424
2692	1662	1424
2693	1663	1423
2694	1663	1422
2695	1663	1421
2696	1664	1421
2697	1664	1420
2698	1665	1420
2699	1666	1419
2700	1666	1418
2701	1667	1417
2702	1667	1417
2703	1668	1416
2704	1668	1415
2705	1669	1415
2706	1670	1414
2707	1670	1414
2708	1671	1413
2709	1671	1412
2710	1672	1411
2711	1673	1411
2712	1673	1410
2713	1673	1409
2714	1674	1409
2715	1674	1408
2716	1675	1407
2717	1675	1406
2718	1676	1406
2719	1677	1406
2720	1679	1406
2721	1680	1406
2722	1680	1405
2723	1681	1404
2724	1681	1404
2725	1682	1403
2726	1682	1402
2727	1683	1402
2728	1684	1401
2729	1685	1401
2730	1685	1400
2731	1686	1400
2732	1687	1399
2733	1687	1398
2734	1688	1398
2735	1688	1397
2736	1689	1396
2737	1689	1396
2738	1690	1395
2739	1690	1394
2740	1691	1393
2741	1691	1393
2742	1692	1392
2743	1692	1391
2744	1692	1390
2745	1693	1390
2746	1694	1389
2747	1694	1388
2748	1695	1388
2749	1696	1387
2750	1696	1387
2751	1697	1386
2752	1697	1385
2753	1698	1385
2754	1698	1384
2755	1699	1383
2756	1700	1383
2757	1700	1382
2758	1701	1381
2759	1701	1381
2760	1702	1380
2761	1703	1380
2762	1703	1379
2763	1704	1378
2764	1704	1377
2765	1704	1377
2766	1705	1376
2767	1705	1375
2768	1706	1374
2769	1707	1374
2770	1707	1373
2771	1708	1373
2772	1708	1372
2773	1709	1371
2774	1709	1370
2775	1710	1369
2776	1710	1369
2777	1711	1368
2778	1712	1368
2779	1712	1367
2780	1713	1366
2781	1713	1366
2782	1714	1365
2783	1714	1364
2784	1715	1364
2785	1716	1363
2786	1716	1363
2787	1717	1362
2788	1717	1361
2789	1718	1360
2790	1718	1360
2791	1719	1359
2792	1719	1358
2793	1720	1358
2794	1720	1357
2795	1721	1356
2796	1721	1355
2797	1721	1355
2798	1722	1354
2799	1723	1354
2800	1724	1353
2801	1725	1353
2802	1725	1352
2803	1725	1351
2804	1726	1350
2805	1726	1350
2806	1727	1349
2807	1728	1349
2808	1728	1348
2809	1729	1347
2810	1729	1347
2811	1730	1346
2812	1731	1346
2813	1731	1345
2814	1732	1344
2815	1732	1343
2816	1733	1343
2817	1734	1342
2818	1734	1342
2819	1735	1341
2820	1736	1341
2821	1737	1341
2822	1738	1340
2823	1739	1340
2824	1739	1339
2825	1740	1338
2826	1740	1338
2827	1741	1337
2828	1741	1336
2829	1742	1336
2830	1743	1335
2831	1743	1334
2832	1744	1334
2833	1744	1333
2834	1745	1333
2835	1746	1332
2836	1747	1332
2837	1748	1332
2838	1749	1331
2839	1749	1330
2840	1750	1330
2841	1750	1329
2842	1751	1328
2843	1752	1328
2844	1752	1327
2845	1753	1326
2846	1753	1326
2847	1754	1325
2848	1754	1324
2849	1755	1324
2850	1755	1323
2851	1756	1322
2852	1756	1322
2853	1757	1321
2854	1758	1321
2855	1759	1321
2856	1760	1320
2857	1761	1319
2858	1761	1319
2859	1762	1318
2860	1762	1317
2861	1763	1317
2862	1763	1316
2863	1763	1315
2864	1764	1315
2865	1765	1314
2866	1766	1314
2867	1767	1313
2868	1768	1313
2869	1768	1312
2870	1769	1312
2871	1769	1311
2872	1770	1310
2873	1771	1310
2874	1772	1310
2875	1773	1309
2876	1773	1308
2877	1774	1308
2878	1774	1307
2879	1775	1306
2880	1775	1305
2881	1776	1305
2882	1776	1304
2883	1776	1303
2884	1777	1303
2885	1778	1303
2886	1779	1302
2887	1779	1301
2888	1780	1300
2889	1780	1300
2890	1781	1299
2891	1781	1298
2892	1782	1298
2893	1783	1297
2894	1783	1297
2895	1784	1296
2896	1784	1295
2897	1785	1294
2898	1785	1294
2899	1786	1293
2900	1786	1292
2901	1787	1292
2902	1787	1291
2903	1787	1290
2904	1788	1289
2905	1788	1288
2906	1789	1288
2907	1790	1287
2908	1790	1287
2909	1791	1286
2910	1791	1285
2911	1792	1285
2912	1792	1284
2913	1794	1284
2914	1794	1283
2915	1795	1282
2916	1795	1282
2917	1796	1281
2918	1797	1281
2919	1797	1280
2920	1798	1279
2921	1798	1279
2922	1799	1278
2923	1800	1278
2924	1801	1277
2925	1802	1277
2926	1803	1276
2927	1803	1276
2928	1804	1275
2929	1804	1274
2930	1805	1274
2931	1806	1274
2932	1807	1273
2933	1807	1272
2934	1807	1272
2935	1808	1271
2936	1808	1270
2937	1809	1269
2938	1810	1269
2939	1810	1268
2940	1811	1268
2941	1811	1267
2942	1812	1267
2943	1813	1266
2944	1813	1265
2945	1815	1265
2946	1815	1264
2947	1816	1264
2948	1817	1263
2949	1818	1263
2950	1819	1263
2951	1819	1262
2952	1820	1261
2953	1821	1261
2954	1821	1260
2955	1823	1260
2956	1824	1260
2957	1824	1259
2958	1825	1259
2959	1826	1258
2960	1826	1257
2961	1826	1256
2962	1827	1256
2963	1827	1255
2964	1828	1255
2965	1828	1254
2966	1829	1253
2967	1830	1253
2968	1831	1252
2969	1832	1252
2970	1832	1251
2971	1833	1250
2972	1833	1250
2973	1835	1250
2974	1835	1249
2975	1835	1248
2976	1836	1247
2977	1836	1247
2978	1837	1246
2979	1838	1246
2980	1838	1245
2981	1839	1244
2982	1840	1244
2983	1840	1243
2984	1840	1242
2985	1841	1242
2986	1842	1241
2987	1842	1240
2988	1843	1240
2989	1844	1239
2990	1844	1239
2991	1845	1238
2992	1846	1238
2993	1846	1237
2994	1847	1236
2995	1847	1236
2996	1848	1235
2997	1849	1234
2998	1849	1234
2999	1850	1233
3000	1850	1232
3001	1851	1232
3002	1852	1232
3003	1853	1231
3004	1853	1230
3005	1854	1230
3006	1855	1229
3007	1856	1229
3008	1856	1228
3009	1857	1227
3010	1857	1227
3011	1857	1226
3012	1858	1225
3013	1858	1224
3014	1859	1224
3015	1859	1223
3016	1860	1222
3017	1860	1222
3018	1861	1221
3019	1861	1220
3020	1862	1220
3021	1863	1219
3022	1864	1219
3023	1865	1218
3024	1866	1218
3025	1866	1217
3026	1866	1216
3027	1867	1216
3028	1868	1215
3029	1868	1215
3030	1869	1214
3031	1869	1213
3032	1870	1213
3033	1871	1212
3034	1871	1211
3035	1872	1211
3036	1872	1210
3037	1873	1209
3038	1873	1209
3039	1874	1208
3040	1875	1208
3041	1876	1207
3042	1876	1206
3043	1876	1206
3044	1877	1205
3045	1877	1204
3046	1878	1203
3047	1878	1203
3048	1879	1202
3049	1879	1201
3050	1880	1201
3051	1881	1200
3052	1881	1200
3053	1882	1199
3054	1882	1198
3055	1882	1197
3056	1883	1197
3057	1883	1196
3058	1884	1195
3059	1884	1194
3060	1884	1193
3061	1885	1193
3062	1886	1192
3063	1886	1192
3064	1887	1191
3065	1887	1190
3066	1888	1190
3067	1888	1189
3068	1889	1188
3069	1890	1188
3070	1890	1187
3071	1891	1187
3072	1891	1186
3073	1892	1185
3074	1892	1184
3075	1893	1184
3076	1893	1183
3077	1894	1182
3078	1895	1182
3079	1895	1181
3080	1896	1181
3081	1897	1180
3082	1897	1179
3083	1898	1179
3084	1898	1178
3085	1899	1177
3086	1899	1177
3087	1900	1176
3088	1900	1176
3089	1901	1175
3090	1901	1174
3091	1902	1173
3092	1903	1173
3093	1904	1173
3094	1904	1172
3095	1905	1171
3096	1905	1171
3097	1906	1170
3098	1906	1169
3099	1907	1169
3100	1908	1168
3101	1908	1167
3102	1909	1167
3103	1909	1166
3104	1910	1165
3105	1910	1165
3106	1911	1164
3107	1912	1164
3108	1912	1163
3109	1913	1162
3110	1914	1162
3111	1915	1161
3112	1915	1161
3113	1916	1161
3114	1917	1160
3115	1917	1159
3116	1918	1158
3117	1919	1158
3118	1920	1157
3119	1920	1157
3120	1921	1156
3121	1921	1155
3122	1922	1155
3123	1922	1154
3124	1922	1153
3125	1923	1152
3126	1923	1152
3127	1924	1151
3128	1924	1151
3129	1925	1150
3130	1926	1150
3131	1927	1149
3132	1928	1148
3133	1928	1148
3134	1929	1147
3135	1929	1146
3136	1929	1146
3137	1930	1145
3138	1931	1145
3139	1932	1144
3140	1932	1143
3141	1933	1143
3142	1934	1142
3143	1934	1142
3144	1935	1141
3145	1936	1140
3146	1937	1140
3147	1937	1139
3148	1938	1139
3149	1938	1138
3150	1939	1137
3151	1939	1137
3152	1940	1136
3153	1940	1136
3154	1941	1135
3155	1942	1134
3156	1942	1134
3157	1943	1133
3158	1943	1132
3159	1944	1132
3160	1945	1131
3161	1945	1131
3162	1946	1130
3163	1947	1130
3164	1948	1129
3165	1948	1128
3166	1949	1128
3167	1949	1127
3168	1951	1127
3169	1951	1126
3170	1952	1126
3171	1952	1125
3172	1953	1124
3173	1954	1124
3174	1955	1123
3175	1955	1123
3176	1956	1122
3177	1956	1121
3178	1957	1121
3179	1957	1120
3180	1958	1119
3181	1958	1119
3182	1959	1118
3183	1960	1117
3184	1960	1117
3185	1962	1117
3186	1962	1116
3187	1963	1115
3188	1963	1115
3189	1964	1114
3190	1965	1114
3191	1966	1113
3192	1967	1113
3193	1968	1112
3194	1968	1112
3195	1969	1111
3196	1969	1110
3197	1970	1110
3198	1970	1109
3199	1971	1109
3200	1973	1109
3201	1974	1108
3202	1975	1108
3203	1976	1107
3204	1976	1107
3205	1977	1106
3206	1978	1106
3207	1978	1105
3208	1979	1104
3209	1979	1103
3210	1980	1103
3211	1980	1102
3212	1980	1101
3213	1981	1100
3214	1981	1100
3215	1982	1099
3216	1982	1098
3217	1983	1098
3218	1984	1097
3219	1985	1097
3220	1985	1096
3221	1986	1096
3222	1987	1095
3223	1987	1094
3224	1987	1094
3225	1988	1093
3226	1988	1092
3227	1989	1092
3228	1989	1091
3229	1990	1090
3230	1990	1090
3231	1991	1089
3232	1991	1088
3233	1992	1087
3234	1992	1087
3235	1993	1086
3236	1994	1086
3237	1994	1085
3238	1995	1084
3239	1995	1084
3240	1996	1083
3241	1997	1082
3242	1997	1082
3243	1997	1081
3244	1998	1080
3245	1999	1080
3246	1999	1079
3247	2000	1078
3248	2000	1078
3249	2001	1077
3250	2001	1076
3251	2001	1075
3252	2002	1075
3253	2003	1074
3254	2003	1074
3255	2004	1073
3256	2005	1073
3257	2006	1072
3258	2007	1072
3259	2008	1071
3260	2009	1071
3261	2009	1070
3262	2010	1070
3263	2010	1069
3264	2010	1068
3265	2011	1067
3266	2011	1067
3267	2012	1066
3268	2012	1065
3269	2013	1065
3270	2013	1064
3271	2014	1063
3272	2014	1063
3273	2015	1062
3274	2015	1061
3275	2016	1060
3276	2017	1060
3277	2017	1060
3278	2018	1059
3279	2018	1058
3280	2019	1058
3281	2020	1057
3282	2021	1057
3283	2021	1056
3284	2022	1055
3285	2022	1055
3286	2023	1054
3287	2023	1053
3288	2024	1053
3289	2025	1053
3290	2026	1052
3291	2026	1051
3292	2027	1051
3293	2028	1050
3294	2028	1049
3295	2029	1049
3296	2030	1048
3297	2030	1048
3298	2031	1047
3299	2032	1046
3300	2033	1046
3301	2033	1045
3302	2034	1045
3303	2034	1044
3304	2035	1043
3305	2036	1043
3306	2036	1042
3307	2037	1042
3308	2037	1041
3309	2038	1040
3310	2038	1040
3311	2039	1039
3312	2039	1038
3313	2041	1038
3314	2041	1037
3315	2042	1037
3316	2042	1036
3317	2043	1035
3318	2043	1035
3319	2044	1034
3320	2045	1034
3321	2046	1033
3322	2046	1032
3323	2047	1032
3324	2047	1031
3325	2048	1030
3326	2048	1030
3327	2049	1029
3328	2049	1028
3329	2050	1028
3330	2050	1027
3331	2051	1026
3332	2052	1026
3333	2053	1025
3334	2053	1025
3335	2055	1025
3336	2055	1024
3337	2056	1023
3338	2056	1023
3339	2057	1022
3340	2058	1021
3341	2059	1021
3342	2060	1021
3343	2060	1020
3344	2061	1019
3345	2061	1019
3346	2062	1018
3347	2063	1018
3348	2063	1017
3349	2064	1016
3350	2065	1016
3351	2066	1015
3352	2067	1015
3353	2067	1014
3354	2068	1014
3355	2068	1013
3356	2069	1012
3357	2070	1012
3358	2070	1011
3359	2071	1011
3360	2072	1010
3361	2072	1009
3362	2073	1009
3363	2074	1008
3364	2074	1008
3365	2075	1007
3366	2075	1006
3367	2076	1006
3368	2076	1005
3369	2076	1004
3370	2077	1003
3371	2077	1003
3372	2078	1002
3373	2079	1001
3374	2079	1001
3375	2080	1000
3376	2080	999
3377	2081	999
3378	2082	999
3379	2083	998
3380	2083	997
3381	2084	997
3382	2084	996
3383	2085	995
3384	2085	995
3385	2086	994
3386	2086	993
3387	2087	993
