iter	RMSE
450	2.19371035
451	2.193704012
452	2.1936312
453	2.193543363
454	2.19347998
455	2.193474409
456	2.193450154
457	2.193408639
458	2.193332376
459	2.193248574
460	2.193157452
461	2.192942212
462	2.192920062
463	2.192912893
464	2.192603566
465	2.192448854
466	2.192372321
467	2.192361429
468	2.192292028
469	2.192147181
470	2.192093635
471	2.191944838
472	2.191690154
473	2.191473205
474	2.191305953
475	2.191294527
476	2.191093111
477	2.191004659
478	2.190831849
479	2.19070173
480	2.190592488
481	2.190504111
482	2.190453307
483	2.190322876
484	2.190189765
485	2.190116237
486	2.190096167
487	2.190069012
488	2.189961069
489	2.189922399
490	2.189875686
491	2.189765163
492	2.189641126
493	2.189573984
494	2.189527725
495	2.189442772
496	2.189121902
497	2.189035173
498	2.18893889
499	2.188875236
500	2.188706924
501	2.188634164
502	2.188575358
503	2.188521541
504	2.188486322
505	2.188360045
506	2.18817795
507	2.187778305
508	2.187670321
509	2.187579974
510	2.18741865
511	2.18735104
512	2.187333144
513	2.187281683
514	2.187130693
515	2.187072472
516	2.18692279
517	2.18690657
518	2.186805543
519	2.186587147
520	2.186489649
521	2.186458274
522	2.18642532
523	2.186214534
524	2.186213154
525	2.186113024
526	2.186034024
527	2.186019099
528	2.185977504
529	2.185937454
530	2.185767324
531	2.185749095
532	2.185736684
533	2.185728782
534	2.185576509
535	2.185435468
536	2.18539221
537	2.185251808
538	2.185180332
539	2.185137133
540	2.18503841
541	2.184970744
542	2.184885359
543	2.184885343
544	2.18471809
545	2.184531918
546	2.184468149
547	2.184453213
548	2.184391972
549	2.184292337
550	2.184227516
551	2.184114233
552	2.183914032
553	2.183849459
554	2.183633204
555	2.183613891
556	2.183566677
557	2.183366145
558	2.183359611
559	2.183310181
560	2.183019398
561	2.182923267
562	2.182745392
563	2.182688776
564	2.182671894
565	2.182646162
566	2.182620541
567	2.182589432
568	2.182368957
569	2.182332918
570	2.182316819
571	2.18213584
572	2.18203165
573	2.182003013
574	2.181973888
575	2.181882028
576	2.181792114
577	2.181717551
578	2.181583715
579	2.181358678
580	2.181357368
581	2.181243136
582	2.181211509
583	2.181074264
584	2.180986254
585	2.180840131
586	2.180838793
587	2.180664351
588	2.180663022
589	2.180499449
590	2.180406484
591	2.180232782
592	2.180148427
593	2.180148417
594	2.180056737
595	2.18003372
596	2.179952615
597	2.179927355
598	2.179870756
599	2.179840568
600	2.179784308
601	2.179644162
602	2.179641799
603	2.1795554
604	2.179552487
605	2.179480848
606	2.179326963
607	2.179224515
608	2.179176097
609	2.178991531
610	2.178875638
611	2.178847471
612	2.17875561
613	2.178588575
614	2.178452786
615	2.178451366
616	2.178236686
617	2.178028178
618	2.177968842
619	2.177899022
620	2.177733205
621	2.177626717
622	2.177404635
623	2.177265514
624	2.177241028
625	2.177233531
626	2.177204263
627	2.177166849
628	2.177010022
629	2.17677047
630	2.176708406
631	2.176633056
632	2.176601584
633	2.176581864
634	2.176533061
635	2.176400886
636	2.176312957
637	2.176208483
638	2.176178639
639	2.1759429
640	2.175877944
641	2.175877912
642	2.17576035
643	2.175605578
644	2.175558382
645	2.175489625
646	2.175408543
647	2.175259965
648	2.17515219
649	2.174987365
650	2.174858006
651	2.174783378
652	2.174773011
653	2.17466931
654	2.174442953
655	2.174311143
656	2.174183588
657	2.174059079
658	2.174051954
659	2.173976458
660	2.173906005
661	2.173895227
662	2.173845008
663	2.173491903
664	2.173316435
665	2.173258917
666	2.173089933
667	2.17294459
668	2.172934039
669	2.172923336
670	2.172900095
671	2.172840725
672	2.172718688
673	2.172520973
674	2.172408698
675	2.172391524
676	2.172332011
677	2.172184795
678	2.172029323
679	2.172012789
680	2.171896499
681	2.171880344
682	2.17177321
683	2.171770211
684	2.17162436
685	2.171623132
686	2.171580498
687	2.171472502
688	2.171413869
689	2.171202606
690	2.171073213
691	2.171073205
692	2.17079191
693	2.170555012
694	2.170504103
695	2.170503376
696	2.170491703
697	2.170458395
698	2.170433423
699	2.170415332
700	2.170342162
701	2.170284121
702	2.17027215
703	2.170191394
704	2.170112
705	2.169924227
706	2.169895219
707	2.169843454
708	2.169791766
709	2.169791552
710	2.169613035
711	2.169441532
712	2.169379693
713	2.169360256
714	2.169260815
715	2.169103759
716	2.169103514
717	2.168878267
718	2.168787604
719	2.16865129
720	2.168569932
721	2.168552575
722	2.168550268
723	2.16837971
724	2.16837852
725	2.168358776
726	2.168357591
727	2.168330981
728	2.168190151
729	2.168163061
730	2.16803296
731	2.167989547
732	2.16790599
733	2.167764526
734	2.167677497
735	2.167677114
736	2.167675423
737	2.167372324
738	2.167371158
739	2.166981737
740	2.166975911
741	2.166956043
742	2.166914377
743	2.16688088
744	2.166724784
745	2.166638129
746	2.166599782
747	2.166476316
748	2.166169909
749	2.166162096
750	2.166113744
751	2.166005426
752	2.165959889
753	2.165890455
754	2.165875418
755	2.165718445
756	2.16570782
757	2.165486876
758	2.165453156
759	2.165415069
760	2.165402468
761	2.165387182
762	2.165254327
763	2.165156918
764	2.164977893
765	2.164834876
766	2.164830828
767	2.164630207
768	2.164381914
769	2.164376895
770	2.164176646
771	2.164101368
772	2.164027657
773	2.163972112
774	2.163931683
775	2.163828083
776	2.163807984
777	2.163789001
778	2.163677735
779	2.163601861
780	2.163437474
781	2.163412948
782	2.163261912
783	2.163260754
784	2.162970242
785	2.162928472
786	2.162927199
787	2.162921919
788	2.162859366
789	2.162827465
790	2.162568754
791	2.162560749
792	2.162524472
793	2.162512256
794	2.16250706
795	2.162398302
796	2.162096667
797	2.162081332
798	2.161890525
799	2.161782126
800	2.161694872
801	2.161541237
802	2.161467384
803	2.161402861
804	2.16131966
805	2.161122009
806	2.161096123
807	2.161064843
808	2.160885178
809	2.160829521
810	2.160799407
811	2.160791629
812	2.16077142
813	2.16061773
814	2.160609767
815	2.160530334
816	2.160492662
817	2.16048195
818	2.160228638
819	2.160214806
820	2.160203179
821	2.160139585
822	2.160107888
823	2.160102912
824	2.160065195
825	2.160060226
826	2.160046393
827	2.16003819
828	2.160033237
829	2.159967814
830	2.159958979
831	2.159946466
832	2.159927856
833	2.159844488
834	2.15984336
835	2.159728349
836	2.159607866
837	2.159581566
838	2.159491641
839	2.159289905
840	2.159236591
841	2.15905311
842	2.159042492
843	2.159029876
844	2.159024009
845	2.158891532
846	2.158762497
847	2.158715246
848	2.158622235
849	2.158606987
850	2.158592918
851	2.15850401
852	2.158393579
853	2.158300592
854	2.158262939
855	2.158254685
856	2.158228405
857	2.158223512
858	2.158166072
859	2.158073714
860	2.157953962
861	2.157683539
862	2.15766932
863	2.157462387
864	2.15730144
865	2.157230622
866	2.157220264
867	2.15719315
868	2.157134437
869	2.15712438
870	2.157074583
871	2.156990808
872	2.15697529
873	2.156924953
874	2.15685302
875	2.156845318
876	2.156567451
877	2.156559665
878	2.156543706
879	2.156353546
880	2.156157422
881	2.156137514
882	2.156030284
883	2.156001754
884	2.155968648
885	2.155718934
886	2.155557153
887	2.15539639
888	2.155267586
889	2.155257609
890	2.155196187
891	2.155186632
892	2.155135272
893	2.155130471
894	2.155111812
895	2.155090422
896	2.15508928
897	2.155074054
898	2.154962743
899	2.1549434
900	2.154894884
901	2.154677992
902	2.154669625
903	2.154563407
904	2.154492506
905	2.154434694
906	2.154427838
907	2.154187892
908	2.154149826
909	2.154040868
910	2.154028685
911	2.153983487
912	2.153855701
913	2.153833634
914	2.1536788
915	2.15358581
916	2.153414032
917	2.153400476
918	2.153396298
919	2.153382055
920	2.153365403
921	2.153039703
922	2.152947959
923	2.152942142
924	2.152914543
925	2.152739618
926	2.152724777
927	2.152599183
928	2.152587376
929	2.15257977
930	2.152563989
931	2.152445143
932	2.152272173
933	2.152262331
934	2.15224927
935	2.152224364
936	2.152151637
937	2.151914903
938	2.151794346
939	2.151585958
940	2.151540859
941	2.151528204
942	2.151505036
943	2.151473182
944	2.151399371
945	2.151222269
946	2.15119885
947	2.151133515
948	2.151104476
949	2.15109951
950	2.151094336
951	2.151084025
952	2.151068825
953	2.151063976
954	2.150745715
955	2.150612666
956	2.150470662
957	2.150368779
958	2.150276281
959	2.150266429
960	2.150186836
961	2.15018212
962	2.150076745
963	2.150069682
964	2.150045018
965	2.150043848
966	2.150035633
967	2.150030936
968	2.15001382
969	2.149808846
970	2.149794422
971	2.14970632
972	2.149698218
973	2.149691321
974	2.149606187
975	2.149578772
976	2.149563165
977	2.149491634
978	2.149482698
979	2.149222001
980	2.14921048
981	2.149120437
982	2.148997301
983	2.148976243
984	2.148971595
985	2.14891176
986	2.148854399
987	2.148810743
988	2.148797297
989	2.148789487
990	2.148784849
991	2.148762934
992	2.148649104
993	2.148635931
994	2.148626753
995	2.148623134
996	2.148518898
997	2.148490906
998	2.148438852
999	2.148433107
1000	2.148417758
1001	2.148189464
1002	2.148142121
1003	2.14812812
1004	2.148127413
1005	2.14810208
1006	2.14809668
1007	2.148086949
1008	2.148041987
1009	2.148032013
1010	2.148020875
1011	2.14801375
1012	2.147959446
1013	2.147912874
1014	2.147711456
1015	2.147691058
1016	2.147684358
1017	2.147600221
1018	2.147443898
1019	2.147336019
1020	2.14732293
1021	2.147312601
1022	2.147192541
1023	2.147068767
1024	2.147056709
1025	2.147006548
1026	2.146889562
1027	2.146681554
1028	2.146599288
1029	2.146417725
1030	2.14630592
1031	2.146126437
1032	2.14611422
1033	2.146101165
1034	2.145940733
1035	2.145935301
1036	2.145794705
1037	2.145781087
1038	2.145772749
1039	2.145618009
1040	2.145610609
1041	2.145480223
1042	2.145366516
1043	2.14535296
1044	2.145339443
1045	2.145258268
1046	2.14523738
1047	2.145213082
1048	2.145129448
1049	2.145116441
1050	2.145112243
1051	2.144725397
1052	2.144697145
1053	2.144577693
1054	2.144570344
1055	2.144492501
1056	2.144474978
1057	2.14433877
1058	2.144329881
1059	2.144314668
1060	2.144160094
1061	2.144147127
1062	2.144063371
1063	2.143914825
1064	2.143846203
1065	2.143839595
1066	2.143739688
1067	2.143556962
1068	2.143406852
1069	2.143394155
1070	2.143385539
1071	2.143378022
1072	2.143369473
1073	2.143320265
1074	2.143237585
1075	2.143213526
1076	2.143127266
1077	2.143012171
1078	2.142924831
1079	2.142901038
1080	2.14285231
1081	2.142848535
1082	2.142828704
1083	2.142621137
1084	2.142569806
1085	2.14256059
1086	2.142439623
1087	2.142378021
1088	2.142371429
1089	2.142287854
1090	2.142243846
1091	2.142064934
1092	2.141981986
1093	2.141945314
1094	2.141821629
1095	2.141808727
1096	2.141748481
1097	2.141709906
1098	2.141572589
1099	2.141464334
1100	2.141440799
1101	2.14138223
1102	2.141369256
1103	2.141363579
1104	2.141125879
1105	2.141093381
1106	2.141033711
1107	2.141027323
1108	2.140981895
1109	2.140936928
1110	2.140926367
1111	2.140918513
1112	2.140904248
1113	2.1408942
1114	2.140881421
1115	2.140808386
1116	2.140728791
1117	2.140484614
1118	2.140301777
1119	2.140288938
1120	2.140259486
1121	2.140255518
1122	2.140247031
1123	2.140241736
1124	2.140158844
1125	2.140146196
1126	2.140065502
1127	2.139991302
1128	2.139928726
1129	2.139921503
1130	2.139754351
1131	2.139747742
1132	2.139740075
1133	2.139730615
1134	2.139722047
1135	2.139580081
1136	2.139555511
1137	2.139552084
1138	2.139512225
1139	2.139412911
1140	2.139405222
1141	2.139384721
1142	2.139376054
1143	2.139362
1144	2.139271082
1145	2.13926091
1146	2.139095551
1147	2.139066734
1148	2.139059174
1149	2.139028052
1150	2.13886461
1151	2.138701269
1152	2.138657575
1153	2.138463123
1154	2.138455087
1155	2.138431697
1156	2.138268161
1157	2.138262457
1158	2.138250076
1159	2.138234914
1160	2.138226433
1161	2.138219133
1162	2.138087681
1163	2.138006134
1164	2.137887761
1165	2.137881066
1166	2.137873621
1167	2.137841274
1168	2.137762097
1169	2.137724896
1170	2.137716433
1171	2.137544727
1172	2.137423888
1173	2.137377217
1174	2.137336535
1175	2.137313279
1176	2.137191864
1177	2.137132102
1178	2.137040931
1179	2.137014637
1180	2.136895763
1181	2.136888326
1182	2.136871499
1183	2.136848523
1184	2.136773758
1185	2.136767476
1186	2.136759105
1187	2.136637044
1188	2.136613427
1189	2.136469732
1190	2.136298563
1191	2.136289193
1192	2.13619566
1193	2.136191626
1194	2.136056196
1195	2.136051794
1196	2.135969563
1197	2.135885333
1198	2.135883658
1199	2.135811248
1200	2.135713216
1201	2.135710054
1202	2.135619896
1203	2.135611683
1204	2.135608544
1205	2.135338563
1206	2.135334006
1207	2.135328954
1208	2.135214999
1209	2.135209342
1210	2.135196714
1211	2.135103537
1212	2.134902432
1213	2.13490211
1214	2.134823131
1215	2.134598941
1216	2.134539985
1217	2.134532743
1218	2.134520587
1219	2.134511308
1220	2.134498764
1221	2.134477213
1222	2.134472908
1223	2.134465724
1224	2.134371023
1225	2.134362646
1226	2.13432034
1227	2.134205028
1228	2.134197418
1229	2.134192321
1230	2.134018409
1231	2.133946431
1232	2.133708764
1233	2.133690973
1234	2.133427588
1235	2.133244706
1236	2.133237554
1237	2.133232309
1238	2.133220422
1239	2.133093223
1240	2.133051745
1241	2.133039879
1242	2.13299699
1243	2.13291879
1244	2.132726916
1245	2.132569709
1246	2.132549935
1247	2.132531263
1248	2.132516534
1249	2.132504266
1250	2.132481675
1251	2.132321694
1252	2.132312526
1253	2.132243683
1254	2.132161365
1255	2.132062147
1256	2.132055189
1257	2.131897205
1258	2.131782769
1259	2.131781129
1260	2.131721323
1261	2.131714379
1262	2.131532942
1263	2.131473799
1264	2.131470395
1265	2.131455135
1266	2.131447997
1267	2.131443654
1268	2.13134027
1269	2.131333216
1270	2.131155663
1271	2.131054199
1272	2.130979122
1273	2.130971708
1274	2.130964788
1275	2.130934364
1276	2.130927452
1277	2.130913147
1278	2.130734957
1279	2.13072057
1280	2.130709025
1281	2.130686476
1282	2.130674979
1283	2.130591882
1284	2.130588824
1285	2.130391657
1286	2.13029211
1287	2.130287882
1288	2.130233905
1289	2.130222468
1290	2.130210405
1291	2.13020272
1292	2.130185446
1293	2.130178605
1294	2.13015289
1295	2.130138681
1296	2.130133583
1297	2.129997563
1298	2.129968319
1299	2.129898707
1300	2.12978562
1301	2.129783987
1302	2.129773968
1303	2.129770292
1304	2.129730299
1305	2.129719024
1306	2.129638352
1307	2.129637409
1308	2.129601764
1309	2.129427882
1310	2.129418273
1311	2.129300274
1312	2.12928903
1313	2.129277817
1314	2.129140917
1315	2.129099084
1316	2.129055542
1317	2.129015502
1318	2.128974068
1319	2.128959932
1320	2.128888385
1321	2.12888032
1322	2.128629307
1323	2.128612793
1324	2.128510542
1325	2.128439646
1326	2.128134466
1327	2.128063031
1328	2.128055981
1329	2.12804945
1330	2.128041282
1331	2.127913224
1332	2.12788314
1333	2.127877855
1334	2.127877537
1335	2.127865299
1336	2.127858321
1337	2.127840075
1338	2.127748611
1339	2.127707093
1340	2.127625352
1341	2.127617263
1342	2.127594082
1343	2.127532778
1344	2.127470125
1345	2.127462031
1346	2.127457358
1347	2.127288356
1348	2.127276645
1349	2.127272559
1350	2.127231569
1351	2.127224981
1352	2.127110547
1353	2.127096107
1354	2.127083933
1355	2.127042823
1356	2.127020407
1357	2.127016235
1358	2.127004107
1359	2.1268643
1360	2.126858994
1361	2.126786318
1362	2.126779602
1363	2.12676863
1364	2.126698978
1365	2.126676045
1366	2.12666337
1367	2.126659889
1368	2.126656735
1369	2.126599843
1370	2.126512486
1371	2.126500409
1372	2.126435822
1373	2.126286833
1374	2.126176405
1375	2.126135727
1376	2.126063696
1377	2.126056779
1378	2.126050113
1379	2.126045848
1380	2.126025854
1381	2.126019206
1382	2.125941641
1383	2.125841907
1384	2.125837812
1385	2.125790075
1386	2.125784758
1387	2.125731432
1388	2.125728472
1389	2.125722834
1390	2.125568627
1391	2.125471174
1392	2.125469437
1393	2.125391788
1394	2.125235569
1395	2.125233974
1396	2.125228353
1397	2.12516241
1398	2.124997797
1399	2.124857995
1400	2.124847213
1401	2.124840884
1402	2.124798761
1403	2.124784363
1404	2.124724084
1405	2.124631212
1406	2.124554637
1407	2.124542633
1408	2.124541393
1409	2.124529428
1410	2.124522115
1411	2.124503109
1412	2.124406521
1413	2.124399918
1414	2.124316267
1415	2.124302812
1416	2.124035398
1417	2.123967562
1418	2.123962375
1419	2.123911305
1420	2.123897279
1421	2.12388936
1422	2.123878711
1423	2.123734844
1424	2.123642926
1425	2.123436218
1426	2.123255974
1427	2.123247195
1428	2.123225188
1429	2.123222307
1430	2.123155302
1431	2.123081121
1432	2.123071904
1433	2.122907664
1434	2.122870299
1435	2.12263651
1436	2.122566724
1437	2.122495169
1438	2.122489599
1439	2.122431379
1440	2.122391509
1441	2.122385283
1442	2.122375393
1443	2.12236753
1444	2.122294674
1445	2.122257693
1446	2.122246431
1447	2.12215863
1448	2.122069999
1449	2.121987201
1450	2.121875371
1451	2.121738816
1452	2.121724319
1453	2.12161691
1454	2.121591873
1455	2.121586409
1456	2.12158241
1457	2.121392301
1458	2.121339582
1459	2.121267398
1460	2.121245633
1461	2.121206417
1462	2.121197155
1463	2.121150249
1464	2.121147457
1465	2.121057098
1466	2.121009662
1467	2.120791411
1468	2.120787412
1469	2.120728517
1470	2.120646545
1471	2.120629916
1472	2.120503081
1473	2.120416548
1474	2.120347196
1475	2.120281364
1476	2.120280175
1477	2.12022153
1478	2.12015908
1479	2.120103199
1480	2.120075943
1481	2.119990345
1482	2.11996593
1483	2.119878144
1484	2.119665664
1485	2.119631945
1486	2.119619672
1487	2.119553708
1488	2.119517003
1489	2.119365474
1490	2.11935678
1491	2.119276955
1492	2.119256656
1493	2.119159904
1494	2.119107791
1495	2.118950432
1496	2.118898127
1497	2.118889401
1498	2.118819452
1499	2.118787042
1500	2.118331071
1501	2.118328416
1502	2.118326407
1503	2.118318347
1504	2.118256653
1505	2.118251408
1506	2.118239672
1507	2.118221558
1508	2.118209146
1509	2.118204875
1510	2.11814003
1511	2.118135428
1512	2.117948949
1513	2.117715305
1514	2.117620434
1515	2.117507425
1516	2.117402265
1517	2.117393605
1518	2.117393301
1519	2.11738801
1520	2.117345408
1521	2.117345106
1522	2.11725732
1523	2.117219198
1524	2.116963862
1525	2.116776766
1526	2.116768132
1527	2.11673408
1528	2.116618454
1529	2.116519993
1530	2.11649774
1531	2.116446364
1532	2.116423638
1533	2.116378451
1534	2.116366789
1535	2.116306064
1536	2.116201628
1537	2.116190793
1538	2.116123268
1539	2.116115554
1540	2.116102627
1541	2.116037243
1542	2.116025658
1543	2.115883164
1544	2.115863137
1545	2.115799214
1546	2.115703722
1547	2.115671142
1548	2.115604429
1549	2.115595849
1550	2.115376475
1551	2.115369858
1552	2.115225154
1553	2.115218768
1554	2.115141556
1555	2.115135188
1556	2.115121706
1557	2.115088451
1558	2.115083693
1559	2.1150794
1560	2.115071714
1561	2.114860516
1562	2.114776282
1563	2.114759702
1564	2.114645545
1565	2.114639798
1566	2.114506526
1567	2.11440917
1568	2.114356035
1569	2.114268776
1570	2.11425804
1571	2.11416189
1572	2.114155154
1573	2.11408175
1574	2.114076186
1575	2.114073475
1576	2.114031863
1577	2.113974134
1578	2.113885141
1579	2.113852263
1580	2.113818012
1581	2.113610101
1582	2.113584658
1583	2.113583123
1584	2.113577826
1585	2.113571722
1586	2.113561778
1587	2.113502367
1588	2.113422961
1589	2.113296616
1590	2.11324298
1591	2.113012326
1592	2.113010077
1593	2.112897732
1594	2.112891378
1595	2.112820405
1596	2.11258618
1597	2.11239889
1598	2.112391261
1599	2.112352
1600	2.112250337
1601	2.112240457
1602	2.11218361
1603	2.112037677
1604	2.111998942
1605	2.111918299
1606	2.111807083
1607	2.111737912
1608	2.111665517
1609	2.111485052
1610	2.11147724
1611	2.111445968
1612	2.111422416
1613	2.111334076
1614	2.111312933
1615	2.111304404
1616	2.111304076
1617	2.1112212
1618	2.111209706
1619	2.111193334
1620	2.111145936
1621	2.111142995
1622	2.111138583
1623	2.11102849
1624	2.110922725
1625	2.110846849
1626	2.110729694
1627	2.110697543
1628	2.110581553
1629	2.110386171
1630	2.110325957
1631	2.110259528
1632	2.110200805
1633	2.110125509
1634	2.110119831
1635	2.110037131
1636	2.10989924
1637	2.109894574
1638	2.109802889
1639	2.109716928
1640	2.109652392
1641	2.109581713
1642	2.109513291
1643	2.109436255
1644	2.109426738
1645	2.109423211
1646	2.109237467
1647	2.109199298
1648	2.10918532
1649	2.109057047
1650	2.109048111
1651	2.109045798
1652	2.108845224
1653	2.108826728
1654	2.10881087
1655	2.10880241
1656	2.108671799
1657	2.108617495
1658	2.108501164
1659	2.108307723
1660	2.108176852
1661	2.108142921
1662	2.108089682
1663	2.108083593
1664	2.107935475
