iter	RMSE
1665	2.107925835
1666	2.107899576
1667	2.107897049
1668	2.107890748
1669	2.107847274
1670	2.107805712
1671	2.107794244
1672	2.107701782
1673	2.107493917
1674	2.1074735
1675	2.107468274
1676	2.107434664
1677	2.107424117
1678	2.10728234
1679	2.107214906
1680	2.107206503
1681	2.107148844
1682	2.10714644
1683	2.107136844
1684	2.107127273
1685	2.107122476
1686	2.107081299
1687	2.107076523
1688	2.107001494
1689	2.1069508
1690	2.106947577
1691	2.106940116
1692	2.106847138
1693	2.106779856
1694	2.106779508
1695	2.106779162
1696	2.10665964
1697	2.106599381
1698	2.106592519
1699	2.106489051
1700	2.106483869
1701	2.10643634
1702	2.106426848
1703	2.106415888
1704	2.106406425
1705	2.10639393
1706	2.106299081
1707	2.106200829
1708	2.106047283
1709	2.10598966
1710	2.105934191
1711	2.105921135
1712	2.10591755
1713	2.105852007
1714	2.105843699
1715	2.10578355
1716	2.105768875
1717	2.105569755
1718	2.105302465
1719	2.105266429
1720	2.105263759
1721	2.105123575
1722	2.105002391
1723	2.10498702
1724	2.10498668
1725	2.104974266
1726	2.104951249
1727	2.104938297
1728	2.104709988
1729	2.104567387
1730	2.104558062
1731	2.10454614
1732	2.104541955
1733	2.104529753
1734	2.104484537
1735	2.104448379
1736	2.104382354
1737	2.104373192
1738	2.104318875
1739	2.104209078
1740	2.104141645
1741	2.104127936
1742	2.104060358
1743	2.103992565
1744	2.103795651
1745	2.103758206
1746	2.103752122
1747	2.103702301
1748	2.103694157
1749	2.103604609
1750	2.103582036
1751	2.103476474
1752	2.103425597
1753	2.103393506
1754	2.103377432
1755	2.103372465
1756	2.103368692
1757	2.103358431
1758	2.103352272
1759	2.103301208
1760	2.103295364
1761	2.103233671
1762	2.103225792
1763	2.103072522
1764	2.10297015
1765	2.102801732
1766	2.102788876
1767	2.102782978
1768	2.102772657
1769	2.102664858
1770	2.102643328
1771	2.102562402
1772	2.10256206
1773	2.102464958
1774	2.102458894
1775	2.102428187
1776	2.102318412
1777	2.102214167
1778	2.102209202
1779	2.102165084
1780	2.102080859
1781	2.101937149
1782	2.101926084
1783	2.101856309
1784	2.101750493
1785	2.101742339
1786	2.101741726
1787	2.101593082
1788	2.101556822
1789	2.101555329
1790	2.101551249
1791	2.101406012
1792	2.101282958
1793	2.101231278
1794	2.101221126
1795	2.101118817
1796	2.101080007
1797	2.101077721
1798	2.101022015
1799	2.100927885
1800	2.10087566
1801	2.100762806
1802	2.100760313
1803	2.100753451
1804	2.100697981
1805	2.100673898
1806	2.100667844
1807	2.100565271
1808	2.100533471
1809	2.100482874
1810	2.100457117
1811	2.100310863
1812	2.100299897
1813	2.100125845
1814	2.100118528
1815	2.100021345
1816	2.099878616
1817	2.099799735
1818	2.099568121
1819	2.099528952
1820	2.099518009
1821	2.099463228
1822	2.099454436
1823	2.099403786
1824	2.099396352
1825	2.099385446
1826	2.099274735
1827	2.099263863
1828	2.099221771
1829	2.09903772
1830	2.099031784
1831	2.098930779
1832	2.098928643
1833	2.098895438
1834	2.098815983
1835	2.098803532
1836	2.098763307
1837	2.098735258
1838	2.098607929
1839	2.098467268
1840	2.09832085
1841	2.098317811
1842	2.098252055
1843	2.098235348
1844	2.098194323
1845	2.098080901
1846	2.098017666
1847	2.09798331
1848	2.097898041
1849	2.097890771
1850	2.097746722
1851	2.097553119
1852	2.097432083
1853	2.097340786
1854	2.097326732
1855	2.097259396
1856	2.097256556
1857	2.097250556
1858	2.097233818
1859	2.097198272
1860	2.097072524
1861	2.097041435
1862	2.09689021
1863	2.096879466
1864	2.09683176
1865	2.096695123
1866	2.09661316
1867	2.096594118
1868	2.09658864
1869	2.096530118
1870	2.09650025
1871	2.096487941
1872	2.09644166
1873	2.096318496
1874	2.096283574
1875	2.096252738
1876	2.096251928
1877	2.096244696
1878	2.096237482
1879	2.096228315
1880	2.09622252
1881	2.096159546
1882	2.096045748
1883	2.096024278
1884	2.096016351
1885	2.096002576
1886	2.095999583
1887	2.095956204
1888	2.095950787
1889	2.095888339
1890	2.095886391
1891	2.095829583
1892	2.095682147
1893	2.09567676
1894	2.095656211
1895	2.095643961
1896	2.095572224
1897	2.095562503
1898	2.095546217
1899	2.09553577
1900	2.095533786
1901	2.095441798
1902	2.095420558
1903	2.095414733
1904	2.09539557
1905	2.095380165
1906	2.095309004
1907	2.095225497
1908	2.095213624
1909	2.095166562
1910	2.095158715
1911	2.09515579
1912	2.09496532
1913	2.094854019
1914	2.094790658
1915	2.094640417
1916	2.094412516
1917	2.094402206
1918	2.094396883
1919	2.094176864
1920	2.094171078
1921	2.094117717
1922	2.094034275
1923	2.094018458
1924	2.094016403
1925	2.094014688
1926	2.094004152
1927	2.09388565
1928	2.093819713
1929	2.093800126
1930	2.093797315
1931	2.093788622
1932	2.093598438
1933	2.093548452
1934	2.093319848
1935	2.093275197
1936	2.093258861
1937	2.093254167
1938	2.093029795
1939	2.092939702
1940	2.092929622
1941	2.092927603
1942	2.09286049
1943	2.092669767
1944	2.092604362
1945	2.092522399
1946	2.092522041
1947	2.092304665
1948	2.092293225
1949	2.09213868
1950	2.092003881
1951	2.091976644
1952	2.091918569
1953	2.091896569
1954	2.091826981
1955	2.091795144
1956	2.091750255
1957	2.09174245
1958	2.091692971
1959	2.091684386
1960	2.091644686
1961	2.091641893
1962	2.091612126
1963	2.091547246
1964	2.091325322
1965	2.091304487
1966	2.091262429
1967	2.091096914
1968	2.091093072
1969	2.090987664
1970	2.090979887
1971	2.090885276
1972	2.090858027
1973	2.090853069
1974	2.090851171
1975	2.09083072
1976	2.09074444
1977	2.090732689
1978	2.090722243
1979	2.090584985
1980	2.090569411
1981	2.090423491
1982	2.090374079
1983	2.090346792
1984	2.090293271
1985	2.090147416
1986	2.090133868
1987	2.090118426
1988	2.09008924
1989	2.089889583
1990	2.089878498
1991	2.089870332
1992	2.089833598
1993	2.089830934
1994	2.089812815
1995	2.089760267
1996	2.089724425
1997	2.089710449
1998	2.089705382
1999	2.089698006
2000	2.089681605
2001	2.089583058
2002	2.089517668
2003	2.089506079
2004	2.08941393
2005	2.089412059
2006	2.089319538
2007	2.089269698
2008	2.089259882
2009	2.089206389
2010	2.089203169
2011	2.089168378
2012	2.089165776
2013	2.088987074
2014	2.088971797
2015	2.088929582
2016	2.08892369
2017	2.088915238
2018	2.088841452
2019	2.088839882
2020	2.08881988
2021	2.088815114
2022	2.088813221
2023	2.088673747
2024	2.088659059
2025	2.088623757
2026	2.088452825
2027	2.088294978
2028	2.088288714
2029	2.088220341
2030	2.088178073
2031	2.088175602
2032	2.088161821
2033	2.088123863
2034	2.08803073
2035	2.088007602
2036	2.087861715
2037	2.087855517
2038	2.087513442
2039	2.087471191
2040	2.08744494
2041	2.087440061
2042	2.087398345
2043	2.087386869
2044	2.087386403
2045	2.08737593
2046	2.087359972
2047	2.087187775
2048	2.087147302
2049	2.087004146
2050	2.086863176
2051	2.086862422
2052	2.086826704
2053	2.086818639
2054	2.086810754
2055	2.086597788
2056	2.086497438
2057	2.086396244
2058	2.086317674
2059	2.086260183
2060	2.086252483
2061	2.086138084
2062	2.085953101
2063	2.085943887
2064	2.085868222
2065	2.085835394
2066	2.08583496
2067	2.085828
2068	2.085681114
2069	2.085632959
2070	2.085578839
2071	2.085565509
2072	2.085497082
2073	2.08547026
2074	2.085422447
2075	2.085365464
2076	2.085357806
2077	2.085209699
2078	2.085145372
2079	2.084692773
2080	2.084654262
2081	2.084645427
2082	2.084625744
2083	2.08456221
2084	2.084485232
2085	2.084309057
2086	2.084246913
2087	2.084242615
2088	2.084236593
2089	2.084225255
2090	2.084145855
2091	2.084091783
2092	2.084086791
2093	2.083974836
2094	2.083974106
2095	2.083970591
2096	2.083966707
2097	2.083958988
2098	2.083887896
2099	2.083773101
2100	2.083698449
2101	2.083596456
2102	2.083539929
2103	2.083488096
2104	2.083427502
2105	2.083357858
2106	2.083339712
2107	2.083250618
2108	2.083134991
2109	2.083127238
2110	2.08312098
2111	2.083073665
2112	2.083012517
2113	2.082787985
2114	2.082733048
2115	2.082727392
2116	2.082587846
2117	2.082500861
2118	2.082374618
2119	2.082296525
2120	2.082208291
2121	2.082181664
2122	2.082100519
2123	2.082092124
2124	2.082048109
2125	2.082028023
2126	2.082018944
2127	2.082016153
2128	2.082005954
2129	2.081952492
2130	2.081903023
2131	2.081822219
2132	2.081820746
2133	2.081795738
2134	2.081792147
2135	2.081627055
2136	2.081551178
2137	2.081535623
2138	2.081443634
2139	2.081436767
2140	2.08133211
2141	2.08132625
2142	2.081296813
2143	2.081136939
2144	2.081095415
2145	2.0810898
2146	2.08103851
2147	2.080942307
2148	2.08084211
2149	2.080755047
2150	2.080674569
2151	2.080620931
2152	2.080520472
2153	2.080516748
2154	2.080511301
2155	2.080508002
2156	2.080463508
2157	2.08045891
2158	2.080382072
2159	2.08023782
2160	2.080228317
2161	2.07999156
2162	2.079947734
2163	2.079852502
2164	2.079665281
2165	2.079551124
2166	2.079488033
2167	2.079421838
2168	2.079420333
2169	2.079418731
2170	2.079386119
2171	2.079380687
2172	2.079159982
2173	2.079131119
2174	2.079003637
2175	2.078989796
2176	2.078868711
2177	2.078855529
2178	2.07876052
2179	2.078646384
2180	2.078503044
2181	2.078310583
2182	2.07826801
2183	2.078241008
2184	2.078228086
2185	2.078222533
2186	2.078220164
2187	2.077989352
2188	2.077975771
2189	2.077841636
2190	2.077835495
2191	2.077821094
2192	2.077814911
2193	2.077711689
2194	2.077700378
2195	2.077573323
2196	2.077467207
2197	2.077465495
2198	2.077464827
2199	2.077432533
2200	2.077386013
2201	2.077374594
2202	2.07732236
2203	2.077160312
2204	2.077149526
2205	2.077079842
2206	2.076957091
2207	2.076767848
2208	2.076707056
2209	2.076645005
2210	2.07652412
2211	2.076478149
2212	2.076467914
2213	2.076441505
2214	2.076351858
2215	2.076275601
2216	2.076265462
2217	2.076152662
2218	2.076095888
2219	2.076066581
2220	2.075914297
2221	2.075840921
2222	2.075818342
2223	2.075777979
2224	2.075767139
2225	2.075757835
2226	2.075630158
2227	2.07555641
2228	2.075553773
2229	2.075502673
2230	2.07549518
2231	2.075457945
2232	2.07539815
2233	2.07531386
2234	2.075184074
2235	2.075168908
2236	2.075166604
2237	2.07516277
2238	2.075137106
2239	2.075136445
2240	2.075125527
2241	2.075069871
2242	2.075035552
2243	2.07502649
2244	2.074859003
2245	2.07480674
2246	2.074741549
2247	2.074644799
2248	2.074513402
2249	2.074449201
2250	2.074337828
2251	2.074294712
2252	2.074284093
2253	2.074271346
2254	2.074186254
2255	2.074133983
2256	2.074091065
2257	2.073915273
2258	2.073786681
2259	2.073778598
2260	2.073738823
2261	2.073736538
2262	2.073701378
2263	2.073641038
2264	2.073635443
2265	2.073491667
2266	2.073335603
2267	2.073228466
2268	2.073187676
2269	2.073073003
2270	2.072977852
2271	2.072970825
2272	2.072961005
2273	2.072960557
2274	2.072895086
2275	2.072833705
2276	2.072828139
2277	2.072792056
2278	2.072742586
2279	2.072740312
2280	2.072735907
2281	2.072708731
2282	2.072648704
2283	2.072599318
2284	2.072593238
2285	2.072578065
2286	2.072533243
2287	2.072512976
2288	2.072511081
2289	2.072506344
2290	2.072437716
2291	2.072348821
2292	2.07223553
2293	2.072172071
2294	2.072098092
2295	2.071885162
2296	2.07186937
2297	2.071812471
2298	2.071665074
2299	2.071664402
2300	2.071657622
2301	2.07155232
2302	2.071480672
2303	2.071362833
2304	2.071225354
2305	2.071206016
2306	2.071150101
2307	2.070965178
2308	2.070905358
2309	2.07090391
2310	2.070699822
2311	2.070578506
2312	2.070458446
2313	2.070434121
2314	2.070430759
2315	2.070390955
2316	2.070378238
2317	2.070377801
2318	2.070345131
2319	2.070321023
2320	2.07027879
2321	2.070245366
2322	2.070231951
2323	2.070204494
2324	2.070178794
2325	2.070116325
2326	2.070043579
2327	2.070002192
2328	2.069850062
2329	2.069633342
2330	2.069593001
2331	2.069585661
2332	2.069552525
2333	2.069547293
2334	2.069547248
2335	2.069474392
2336	2.069369252
2337	2.06920573
2338	2.069159047
2339	2.069156535
2340	2.069092371
2341	2.0689073
2342	2.068755803
2343	2.068660953
2344	2.068655731
2345	2.068576102
2346	2.068566018
2347	2.068485045
2348	2.068484636
2349	2.068472344
2350	2.068335826
2351	2.068294417
2352	2.068256069
2353	2.068147309
2354	2.068070221
2355	2.068027029
2356	2.06793339
2357	2.067790262
2358	2.067780237
2359	2.067779596
2360	2.067766888
2361	2.067709001
2362	2.06762657
2363	2.067566243
2364	2.067434557
2365	2.067425401
2366	2.067386171
2367	2.06731401
2368	2.067252326
2369	2.067199112
2370	2.067148648
2371	2.067070717
2372	2.06705401
2373	2.06698225
2374	2.066939196
2375	2.066938577
2376	2.066914704
2377	2.066883623
2378	2.066881464
2379	2.066815637
2380	2.06681502
2381	2.066653361
2382	2.06665279
2383	2.066610373
2384	2.066530028
2385	2.066506367
2386	2.066401206
2387	2.066384824
2388	2.06610252
2389	2.06607519
2390	2.065967114
2391	2.065955884
2392	2.065838882
2393	2.065784941
2394	2.065684304
2395	2.065677229
2396	2.065639211
2397	2.065530404
2398	2.065486088
2399	2.065425196
2400	2.065384639
2401	2.065357179
2402	2.065246214
2403	2.065187079
2404	2.065145653
2405	2.064932063
2406	2.064901114
2407	2.064785806
2408	2.064784326
2409	2.064754907
2410	2.064616169
2411	2.064600748
2412	2.064570595
2413	2.064567369
2414	2.064376018
2415	2.064375398
2416	2.06426185
2417	2.064259698
2418	2.064249316
2419	2.06403289
2420	2.064027688
2421	2.06401768
2422	2.064017246
2423	2.064013025
2424	2.063919435
2425	2.063802328
2426	2.063773765
2427	2.063722996
2428	2.063682598
2429	2.063607761
2430	2.063571243
2431	2.063473181
2432	2.063469864
2433	2.063307182
2434	2.063257288
2435	2.063181332
2436	2.063031124
2437	2.063020768
2438	2.062980841
2439	2.062976733
2440	2.062970416
2441	2.06294315
2442	2.062940045
2443	2.062914763
2444	2.062906505
2445	2.062826322
2446	2.062740683
2447	2.062573348
2448	2.062532177
2449	2.062375458
2450	2.062280815
2451	2.062262472
2452	2.062215847
2453	2.062127259
2454	2.06207153
2455	2.061937332
2456	2.061821309
2457	2.061809279
2458	2.061561796
2459	2.061553155
2460	2.061450614
2461	2.061425283
2462	2.061281645
2463	2.061150019
2464	2.061141358
2465	2.061070452
2466	2.06102341
2467	2.060935793
2468	2.060907541
2469	2.060907276
2470	2.060795887
2471	2.060706638
2472	2.060705168
2473	2.060703825
2474	2.060696329
2475	2.060553079
2476	2.060546754
2477	2.060503162
2478	2.060474554
2479	2.060361817
2480	2.060279484
2481	2.060191584
2482	2.060089316
2483	2.060086789
2484	2.060037481
2485	2.059909309
2486	2.059866432
2487	2.05985969
2488	2.059806605
2489	2.059786195
2490	2.059778951
2491	2.059763206
2492	2.059756206
2493	2.059753327
2494	2.059680093
2495	2.059678849
2496	2.05962096
2497	2.059493078
2498	2.059399585
2499	2.059339765
2500	2.05931468
2501	2.059262734
2502	2.059122198
2503	2.0591148
2504	2.059104846
2505	2.059031673
2506	2.059008867
2507	2.058940881
2508	2.058940302
2509	2.058907391
2510	2.058865993
2511	2.058786425
2512	2.058738006
2513	2.05863105
2514	2.058609037
2515	2.058507736
2516	2.058415332
2517	2.058412785
2518	2.058277905
2519	2.05784747
2520	2.057845217
2521	2.057841988
2522	2.05780274
2523	2.057661846
2524	2.057656777
2525	2.057649588
2526	2.057584485
2527	2.057569251
2528	2.05755092
2529	2.057482714
2530	2.057471861
2531	2.057400692
2532	2.057390282
2533	2.057384951
2534	2.057366791
2535	2.057319945
2536	2.057207211
2537	2.057145527
2538	2.057049152
2539	2.057028671
2540	2.056940728
2541	2.056860356
2542	2.056836772
2543	2.056731705
2544	2.056723426
2545	2.056605222
2546	2.056518737
2547	2.056482107
2548	2.056459979
2549	2.056390854
2550	2.056380925
2551	2.056334364
2552	2.056276196
2553	2.056264125
2554	2.056153837
2555	2.056131865
2556	2.056060088
2557	2.056052958
2558	2.055941103
2559	2.055921044
2560	2.055913194
2561	2.055821632
2562	2.055817625
2563	2.055736473
2564	2.055583912
2565	2.05558037
2566	2.055421549
2567	2.055212372
2568	2.055205007
2569	2.055161905
2570	2.05516178
2571	2.055141391
2572	2.05514099
2573	2.055138386
2574	2.055055109
2575	2.054872016
2576	2.054766873
2577	2.05459087
2578	2.054586445
2579	2.054583454
2580	2.054242695
2581	2.054234401
2582	2.054106489
2583	2.054053523
2584	2.054023073
2585	2.053943458
2586	2.053782163
2587	2.053641678
2588	2.05363763
2589	2.053523141
2590	2.05351416
2591	2.053510865
2592	2.05345642
2593	2.053349366
2594	2.053325735
2595	2.05328464
2596	2.053118467
2597	2.053087009
2598	2.05308552
2599	2.053005118
2600	2.052950258
2601	2.052912452
2602	2.052892545
2603	2.052820125
2604	2.052648873
2605	2.052624551
2606	2.052622537
2607	2.052577258
2608	2.052412573
2609	2.052373541
2610	2.05236648
2611	2.052308904
2612	2.052215223
2613	2.052101524
2614	2.052100366
2615	2.051954497
2616	2.051924378
2617	2.051841681
2618	2.051663197
2619	2.051622512
2620	2.051386661
2621	2.051384264
2622	2.051377477
2623	2.051375485
2624	2.051357663
2625	2.051347759
2626	2.051308892
2627	2.051274334
2628	2.051176886
2629	2.05116861
2630	2.051063146
2631	2.050996228
2632	2.050994907
2633	2.050895917
2634	2.050890741
2635	2.050844072
2636	2.050778736
2637	2.050706963
2638	2.050622089
2639	2.050565791
2640	2.050439892
2641	2.050369839
2642	2.050305169
2643	2.050150732
2644	2.050101152
2645	2.04999331
2646	2.049975228
2647	2.049975007
2648	2.049972114
2649	2.049922665
2650	2.049833418
2651	2.049821652
2652	2.049811768
2653	2.049782915
2654	2.049691645
2655	2.049629751
2656	2.049619034
2657	2.049611076
2658	2.049456392
2659	2.049390777
2660	2.049365579
2661	2.049325152
2662	2.049320961
2663	2.049294099
2664	2.049256598
2665	2.049192246
2666	2.049182428
2667	2.049136027
2668	2.049076365
2669	2.04906624
2670	2.049065756
2671	2.048996123
2672	2.048986521
2673	2.048863174
2674	2.048783982
2675	2.048738026
2676	2.048687874
2677	2.0486875
2678	2.048687436
2679	2.048638866
2680	2.048533595
2681	2.048505028
2682	2.048495383
2683	2.048359451
2684	2.048305483
2685	2.048251824
2686	2.048158446
2687	2.048117576
2688	2.048117079
2689	2.048108822
2690	2.047979374
2691	2.047806093
2692	2.04776017
2693	2.0476751
2694	2.047599083
2695	2.047427818
2696	2.04723247
2697	2.047228655
2698	2.047151898
2699	2.047138051
2700	2.047073006
2701	2.046872341
2702	2.046859106
2703	2.046849064
2704	2.046677153
2705	2.046529301
2706	2.04644161
2707	2.046429375
2708	2.04638405
2709	2.046339689
2710	2.04618402
2711	2.046182612
2712	2.046182476
2713	2.046054974
2714	2.045940319
2715	2.0459358
2716	2.045796579
2717	2.045778228
2718	2.045756471
2719	2.0457561
2720	2.045661684
2721	2.045651831
2722	2.045528401
2723	2.045518146
2724	2.045419402
2725	2.045409115
2726	2.045305428
2727	2.045241048
2728	2.045145457
2729	2.044883363
2730	2.044878548
2731	2.044800132
2732	2.044785747
2733	2.044780621
2734	2.04478007
2735	2.044726952
2736	2.044723973
2737	2.044715152
2738	2.044674288
2739	2.044662445
2740	2.044575116
2741	2.044573583
2742	2.044571303
2743	2.044461734
2744	2.044352483
2745	2.044306632
2746	2.044214185
2747	2.044144951
2748	2.043993268
2749	2.043947796
2750	2.043946399
2751	2.043943476
2752	2.043838843
2753	2.043826202
2754	2.043722703
2755	2.043700539
2756	2.043674875
2757	2.043634788
2758	2.043588626
2759	2.043579623
2760	2.043558747
2761	2.043530649
2762	2.043386943
2763	2.043354168
2764	2.043345306
2765	2.043337262
2766	2.043272285
2767	2.043270887
2768	2.043179079
2769	2.043152281
2770	2.043148955
2771	2.043117143
2772	2.043055536
2773	2.043021198
2774	2.04299869
2775	2.042932084
2776	2.042920227
2777	2.042818359
2778	2.042810588
2779	2.042803577
2780	2.042771982
2781	2.042756429
2782	2.04266051
2783	2.042659035
2784	2.042639114
2785	2.042630352
2786	2.042487229
2787	2.042444024
2788	2.042441815
2789	2.042287595
2790	2.042267149
2791	2.042228016
2792	2.042198023
2793	2.042068252
2794	2.042058238
2795	2.041941317
2796	2.041939061
2797	2.041901586
2798	2.041769903
2799	2.041578894
2800	2.041571135
2801	2.04156284
2802	2.041559339
2803	2.041536113
2804	2.041458313
2805	2.041353152
2806	2.041282356
2807	2.041204913
2808	2.04113649
2809	2.041105273
2810	2.040941255
2811	2.040840615
2812	2.040830881
2813	2.040769772
2814	2.040719572
2815	2.040719129
2816	2.040657198
2817	2.040655847
2818	2.040412317
2819	2.040366899
2820	2.040277285
2821	2.040264236
2822	2.040256489
2823	2.040251061
2824	2.040244184
2825	2.040232406
2826	2.040226532
2827	2.040026376
2828	2.039933567
2829	2.039771766
2830	2.039695173
2831	2.039667886
2832	2.039630849
2833	2.039595444
2834	2.039525567
2835	2.039341562
2836	2.03933933
2837	2.039262878
2838	2.039252644
2839	2.039056946
2840	2.039054747
2841	2.039005444
2842	2.038886702
2843	2.038701378
2844	2.038620996
2845	2.038511818
2846	2.03845724
2847	2.038447897
2848	2.038400831
2849	2.038352175
2850	2.038299273
2851	2.03820977
2852	2.03820868
2853	2.038120676
2854	2.03802057
2855	2.037990635
2856	2.037955475
2857	2.037829091
2858	2.037819056
2859	2.037699032
2860	2.037487374
2861	2.037473949
2862	2.037373147
2863	2.037363673
2864	2.037240445
2865	2.037122315
2866	2.037036864
2867	2.03697672
2868	2.036959754
2869	2.036947563
2870	2.036855153
2871	2.036835154
2872	2.036758774
2873	2.03675384
2874	2.036619254
2875	2.036497239
2876	2.036468683
2877	2.036468604
2878	2.036434968
2879	2.036399235
2880	2.036391598
2881	2.036384802
2882	2.036384271
2883	2.036344466
2884	2.036296023
2885	2.036238226
2886	2.036228917
2887	2.036221962
2888	2.03579903
2889	2.035716165
2890	2.035668005
2891	2.035660033
2892	2.035653084
2893	2.035500017
2894	2.035424711
2895	2.035377768
2896	2.035340451
2897	2.035210505
2898	2.035137073
2899	2.035126657
2900	2.035119588
2901	2.035020352
2902	2.035020003
2903	2.035019563
2904	2.035014615
2905	2.035009437
2906	2.034982773
2907	2.034982243
2908	2.034868589
2909	2.034792971
2910	2.034685858
2911	2.03457236
2912	2.034543891
2913	2.034543544
2914	2.034495802
2915	2.034490458
2916	2.034418318
2917	2.034417883
2918	2.034356265
2919	2.034355921
2920	2.034261264
2921	2.034163372
2922	2.034159015
2923	2.034104449
2924	2.034032134
2925	2.033982048
2926	2.033803296
2927	2.033686593
2928	2.033684712
2929	2.033675991
2930	2.033538558
2931	2.033536617
2932	2.033535251
2933	2.033525861
2934	2.033515824
2935	2.033513924
2936	2.033487208
2937	2.033307302
2938	2.03319151
2939	2.033026161
2940	2.032817334
2941	2.032791066
2942	2.032590467
2943	2.032425526
2944	2.032243876
2945	2.032175034
2946	2.032056073
2947	2.032051826
2948	2.031971927
2949	2.031792277
2950	2.031732439
2951	2.031689228
2952	2.031686625
2953	2.031642294
2954	2.031494929
2955	2.031460283
2956	2.031450606
2957	2.031427325
2958	2.031415575
2959	2.031308625
2960	2.031297654
2961	2.031297119
2962	2.03120129
2963	2.031156892
2964	2.031128106
2965	2.031124414
2966	2.030931928
2967	2.030812591
2968	2.030784883
2969	2.030679145
2970	2.030675482
2971	2.030638159
2972	2.030446428
2973	2.030420799
2974	2.030420311
2975	2.030324716
2976	2.030308065
2977	2.030288049
2978	2.030187967
2979	2.030092621
2980	2.029989459
2981	2.029844062
2982	2.029835465
2983	2.029834941
2984	2.0298256
2985	2.029623409
2986	2.0295242
2987	2.029476742
2988	2.029440096
2989	2.029404346
2990	2.029357834
2991	2.029190609
2992	2.02908392
2993	2.028864358
2994	2.028854885
2995	2.028810234
2996	2.028763418
2997	2.028701228
2998	2.028694306
2999	2.028456724
3000	2.0283428
3001	2.028281691
3002	2.028280308
3003	2.028208047
3004	2.028163196
3005	2.02814557
3006	2.02813831
3007	2.028089239
3008	2.028017817
3009	2.027915174
3010	2.027910481
3011	2.02790631
3012	2.027892275
3013	2.02780851
3014	2.027805749
3015	2.027797339
3016	2.027789346
3017	2.027639928
3018	2.027550767
3019	2.027548985
3020	2.027428131
3021	2.027281757
3022	2.027192309
3023	2.027174887
3024	2.027167967
3025	2.027157167
3026	2.0271496
3027	2.027042029
3028	2.026993458
3029	2.026992137
3030	2.026961812
3031	2.026752309
3032	2.026750766
3033	2.026749508
3034	2.026714549
3035	2.02659456
3036	2.026592558
3037	2.0264257
3038	2.026372291
3039	2.026343738
3040	2.026241832
3041	2.026169346
3042	2.026167818
3043	2.026160975
3044	2.026032659
3045	2.026019405
3046	2.026017222
3047	2.025905812
3048	2.025853386
3049	2.025850923
3050	2.025827156
3051	2.02580027
3052	2.025759462
3053	2.025635663
3054	2.025629563
3055	2.025629232
3056	2.025626634
3057	2.025584233
3058	2.025551792
3059	2.025546856
3060	2.025541972
3061	2.02534442
3062	2.02532843
3063	2.025321551
3064	2.025319861
3065	2.025312202
3066	2.025196533
3067	2.025083347
3068	2.025041175
3069	2.024767734
3070	2.024729978
3071	2.024678333
3072	2.024676208
3073	2.024674536
3074	2.024526343
3075	2.024525858
3076	2.024408345
3077	2.02426169
3078	2.024213523
3079	2.024213109
3080	2.024211799
3081	2.024167912
3082	2.024102613
3083	2.024102289
3084	2.02408674
3085	2.024047852
3086	2.024028503
3087	2.023838497
3088	2.023732932
3089	2.023730812
3090	2.023590885
3091	2.023585963
3092	2.023554981
3093	2.023399374
3094	2.023384993
3095	2.023338218
3096	2.023327485
3097	2.023325972
3098	2.023158073
3099	2.023087897
3100	2.023069104
3101	2.023043236
3102	2.022877589
3103	2.022804712
3104	2.022795526
3105	2.022696052
3106	2.022626808
3107	2.022546218
3108	2.022512116
3109	2.022487109
3110	2.022474431
3111	2.022468722
3112	2.022457534
3113	2.022443248
3114	2.022441968
3115	2.022430872
3116	2.022389358
3117	2.022256649
3118	2.022178318
3119	2.022157825
3120	2.022064358
3121	2.022060853
3122	2.022060519
3123	2.022036049
3124	2.022026934
3125	2.022026392
3126	2.021980216
3127	2.021840463
3128	2.021819844
3129	2.021767084
3130	2.021629025
3131	2.021540445
3132	2.021336074
3133	2.02129042
3134	2.021289996
3135	2.021264488
3136	2.021222326
3137	2.021073986
3138	2.0209466
3139	2.02093316
3140	2.020855858
3141	2.020812647
3142	2.020801337
3143	2.0207987
3144	2.020708181
3145	2.020539684
3146	2.0203802
3147	2.020338308
3148	2.02027465
3149	2.020263338
3150	2.020232356
3151	2.020214751
3152	2.02020822
3153	2.020206902
3154	2.02008727
3155	2.020019046
3156	2.020017674
3157	2.020007334
3158	2.019936253
3159	2.019731115
3160	2.019724858
3161	2.019683325
3162	2.01957052
3163	2.019569323
3164	2.01956487
3165	2.019553601
3166	2.019549526
3167	2.019515756
3168	2.019507208
3169	2.019388582
3170	2.019378701
3171	2.019359099
3172	2.019337768
3173	2.019330052
3174	2.019250486
3175	2.019242856
3176	2.019234019
3177	2.019131279
3178	2.019124806
3179	2.019024719
3180	2.018966131
3181	2.018958417
3182	2.018819473
3183	2.018792773
3184	2.018758146
3185	2.018676426
3186	2.018549381
3187	2.018441483
3188	2.018438751
3189	2.018434381
3190	2.018315236
3191	2.018246209
3192	2.018213349
3193	2.018212873
3194	2.018121641
3195	2.018112398
3196	2.017905677
3197	2.017881683
3198	2.017752258
3199	2.01774898
3200	2.017660808
3201	2.017655714
3202	2.017585841
3203	2.017562953
3204	2.01756171
3205	2.0174921
3206	2.017377086
3207	2.01735396
3208	2.017325383
3209	2.017321057
3210	2.017296108
3211	2.017146033
3212	2.017144747
3213	2.01713973
3214	2.017011184
3215	2.016931272
3216	2.016849884
3217	2.016840865
3218	2.016836463
